,neg,neu,pos,compound,paragraph,label
1055,0.068,0.827,0.105,0.7193,"From herself to Jane—from Jane to Bingley, her thoughts were in a line which soon brought to her recollection that Mr. Darcy’s explanation there had appeared very insufficient, and she read it again. Widely different was the effect of a second perusal. How could she deny that credit to his assertions in one instance, which she had been obliged to give in the other? He declared himself to be totally unsuspicious of her sister’s attachment; and she could not help remembering what Charlotte’s opinion had always been. Neither could she deny the justice of his description of Jane. She felt that Jane’s feelings, though fervent, were little displayed, and that there was a constant complacency in her air and manner not often united with great sensibility.
",1
1056,0.117,0.792,0.091,-0.2924,"When she came to that part of the letter in which her family were mentioned in terms of such mortifying, yet merited reproach, her sense of shame was severe. The justice of the charge struck her too forcibly for denial, and the circumstances to which he particularly alluded as having passed at the Netherfield ball, and as confirming all his first disapprobation, could not have made a stronger impression on his mind than on hers.
",-1
1057,0.213,0.729,0.058,-0.9471,"The compliment to herself and her sister was not unfelt. It soothed, but it could not console her for the contempt which had thus been self-attracted by the rest of her family; and as she considered that Jane’s disappointment had in fact been the work of her nearest relations, and reflected how materially the credit of both must be hurt by such impropriety of conduct, she felt depressed beyond anything she had ever known before.
",-1
1058,0.06,0.784,0.155,0.7899,"After wandering along the lane for two hours, giving way to every variety of thought—re-considering events, determining probabilities, and reconciling herself, as well as she could, to a change so sudden and so important, fatigue, and a recollection of her long absence, made her at length return home; and she entered the house with the wish of appearing cheerful as usual, and the resolution of repressing such reflections as must make her unfit for conversation.
",1
1059,0.053,0.789,0.159,0.9169,"The two gentlemen left Rosings the next morning, and Mr. Collins having been in waiting near the lodges, to make them his parting obeisance, was able to bring home the pleasing intelligence, of their appearing in very good health, and in as tolerable spirits as could be expected, after the melancholy scene so lately gone through at Rosings. To Rosings he then hastened, to console Lady Catherine and her daughter; and on his return brought back, with great satisfaction, a message from her ladyship, importing that she felt herself so dull as to make her very desirous of having them all to dine with her.
",1
1060,0.092,0.864,0.044,-0.4714,"Elizabeth could not see Lady Catherine without recollecting that, had she chosen it, she might by this time have been presented to her as her future niece; nor could she think, without a smile, of what her ladyship’s indignation would have been. “What would she have said? how would she have behaved?” were questions with which she amused herself.
",-1
1061,0.046,0.802,0.152,0.8953,"Their first subject was the diminution of the Rosings party. “I assure you, I feel it exceedingly,” said Lady Catherine; “I believe no one feels the loss of friends so much as I do. But I am particularly attached to these young men, and know them to be so much attached to me! They were excessively sorry to go! But so they always are. The dear Colonel rallied his spirits tolerably till just at last; but Darcy seemed to feel it most acutely, more, I think, than last year. His attachment to Rosings certainly increases.”
",1
1062,0.0,0.647,0.353,0.8689,"Mr. Collins had a compliment, and an allusion to throw in here, which were kindly smiled on by the mother and daughter.
",1
1063,0.107,0.893,0.0,-0.4039,"Lady Catherine observed, after dinner, that Miss Bennet seemed out of spirits, and immediately accounting for it herself, by supposing that she did not like to go home again so soon, she added:
",-1
1064,0.0,0.901,0.099,0.5095,"“But if that is the case, you must write to your mother and beg that you may stay a little longer. Mrs. Collins will be very glad of your company, I am sure.”
",1
1065,0.0,0.818,0.182,0.7184,"“I am much obliged to your ladyship for your kind invitation,” replied Elizabeth, “but it is not in my power to accept it. I must be in town next Saturday.”
",1
1066,0.047,0.901,0.052,0.0516,"“Why, at that rate, you will have been here only six weeks. I expected you to stay two months. I told Mrs. Collins so before you came. There can be no occasion for your going so soon. Mrs. Bennet could certainly spare you for another fortnight.”
",0
1067,0.0,1.0,0.0,0.0,"“But my father cannot. He wrote last week to hurry my return.”
",0
1068,0.0,0.941,0.059,0.6989,"“Oh! your father of course may spare you, if your mother can. Daughters are never of so much consequence to a father. And if you will stay another month complete, it will be in my power to take one of you as far as London, for I am going there early in June, for a week; and as Dawson does not object to the barouche-box, there will be very good room for one of you—and indeed, if the weather should happen to be cool, I should not object to taking you both, as you are neither of you large.”
",1
1069,0.0,0.708,0.292,0.6059,"“You are all kindness, madam; but I believe we must abide by our original plan.”
",1
1070,0.04,0.914,0.046,0.4588,"Lady Catherine seemed resigned. “Mrs. Collins, you must send a servant with them. You know I always speak my mind, and I cannot bear the idea of two young women travelling post by themselves. It is highly improper. You must contrive to send somebody. I have the greatest dislike in the world to that sort of thing. Young women should always be properly guarded and attended, according to their situation in life. When my niece Georgiana went to Ramsgate last summer, I made a point of her having two men-servants go with her. Miss Darcy, the daughter of Mr. Darcy, of Pemberley, and Lady Anne, could not have appeared with propriety in a different manner. I am excessively attentive to all those things. You must send John with the young ladies, Mrs. Collins. I am glad it occurred to me to mention it; for it would really be discreditable to you to let them go alone.”
",1
1071,0.0,1.0,0.0,0.0,"“My uncle is to send a servant for us.”
",0
1072,0.0,0.898,0.102,0.6735,"“Oh! Your uncle! He keeps a man-servant, does he? I am very glad you have somebody who thinks of these things. Where shall you change horses? Oh! Bromley, of course. If you mention my name at the Bell, you will be attended to.”
",1
1073,0.071,0.756,0.173,0.9042,"Lady Catherine had many other questions to ask respecting their journey, and as she did not answer them all herself, attention was necessary, which Elizabeth believed to be lucky for her; or, with a mind so occupied, she might have forgotten where she was. Reflection must be reserved for solitary hours; whenever she was alone, she gave way to it as the greatest relief; and not a day went by without a solitary walk, in which she might indulge in all the delight of unpleasant recollections.
",1
1074,0.175,0.694,0.131,-0.9618,"Mr. Darcy’s letter she was in a fair way of soon knowing by heart. She studied every sentence; and her feelings towards its writer were at times widely different. When she remembered the style of his address, she was still full of indignation; but when she considered how unjustly she had condemned and upbraided him, her anger was turned against herself; and his disappointed feelings became the object of compassion. His attachment excited gratitude, his general character respect; but she could not approve him; nor could she for a moment repent her refusal, or feel the slightest inclination ever to see him again. In her own past behaviour, there was a constant source of vexation and regret; and in the unhappy defects of her family, a subject of yet heavier chagrin. They were hopeless of remedy. Her father, contented with laughing at them, would never exert himself to restrain the wild giddiness of his youngest daughters; and her mother, with manners so far from right herself, was entirely insensible of the evil. Elizabeth had frequently united with Jane in an endeavour to check the imprudence of Catherine and Lydia; but while they were supported by their mother’s indulgence, what chance could there be of improvement? Catherine, weak-spirited, irritable, and completely under Lydia’s guidance, had been always affronted by their advice; and Lydia, self-willed and careless, would scarcely give them a hearing. They were ignorant, idle, and vain. While there was an officer in Meryton, they would flirt with him; and while Meryton was within a walk of Longbourn, they would be going there forever.
",-1
1075,0.102,0.612,0.286,0.9705,"Anxiety on Jane’s behalf was another prevailing concern; and Mr. Darcy’s explanation, by restoring Bingley to all her former good opinion, heightened the sense of what Jane had lost. His affection was proved to have been sincere, and his conduct cleared of all blame, unless any could attach to the implicitness of his confidence in his friend. How grievous then was the thought that, of a situation so desirable in every respect, so replete with advantage, so promising for happiness, Jane had been deprived, by the folly and indecorum of her own family!
",1
1076,0.036,0.728,0.236,0.8866,"When to these recollections was added the development of Wickham’s character, it may be easily believed that the happy spirits which had seldom been depressed before, were now so much affected as to make it almost impossible for her to appear tolerably cheerful.
",1
1077,0.0,0.909,0.091,0.8001,"Their engagements at Rosings were as frequent during the last week of her stay as they had been at first. The very last evening was spent there; and her ladyship again enquired minutely into the particulars of their journey, gave them directions as to the best method of packing, and was so urgent on the necessity of placing gowns in the only right way, that Maria thought herself obliged, on her return, to undo all the work of the morning, and pack her trunk afresh.
",1
1078,0.0,0.915,0.085,0.4215,"On Saturday morning Elizabeth and Mr. Collins met for breakfast a few minutes before the others appeared; and he took the opportunity of paying the parting civilities which he deemed indispensably necessary.
",1
1079,0.051,0.756,0.193,0.9488,"“I know not, Miss Elizabeth,” said he, “whether Mrs. Collins has yet expressed her sense of your kindness in coming to us; but I am very certain you will not leave the house without receiving her thanks for it. The favour of your company has been much felt, I assure you. We know how little there is to tempt anyone to our humble abode. Our plain manner of living, our small rooms and few domestics, and the little we see of the world, must make Hunsford extremely dull to a young lady like yourself; but I hope you will believe us grateful for the condescension, and that we have done everything in our power to prevent your spending your time unpleasantly.”
",1
1080,0.033,0.518,0.449,0.983,"Elizabeth was eager with her thanks and assurances of happiness. She had spent six weeks with great enjoyment; and the pleasure of being with Charlotte, and the kind attentions she had received, must make her feel the obliged. Mr. Collins was gratified, and with a more smiling solemnity replied:
",1
1081,0.017,0.764,0.219,0.9833,"“It gives me great pleasure to hear that you have passed your time not disagreeably. We have certainly done our best; and most fortunately having it in our power to introduce you to very superior society, and, from our connection with Rosings, the frequent means of varying the humble home scene, I think we may flatter ourselves that your Hunsford visit cannot have been entirely irksome. Our situation with regard to Lady Catherine’s family is indeed the sort of extraordinary advantage and blessing which few can boast. You see on what a footing we are. You see how continually we are engaged there. In truth I must acknowledge that, with all the disadvantages of this humble parsonage, I should not think anyone abiding in it an object of compassion, while they are sharers of our intimacy at Rosings.”
",1
1082,0.0,0.889,0.111,0.3612,"Words were insufficient for the elevation of his feelings; and he was obliged to walk about the room, while Elizabeth tried to unite civility and truth in a few short sentences.
",1
1083,0.01,0.812,0.178,0.9572,"“You may, in fact, carry a very favourable report of us into Hertfordshire, my dear cousin. I flatter myself at least that you will be able to do so. Lady Catherine’s great attentions to Mrs. Collins you have been a daily witness of; and altogether I trust it does not appear that your friend has drawn an unfortunate—but on this point it will be as well to be silent. Only let me assure you, my dear Miss Elizabeth, that I can from my heart most cordially wish you equal felicity in marriage. My dear Charlotte and I have but one mind and one way of thinking. There is in everything a most remarkable resemblance of character and ideas between us. We seem to have been designed for each other.”
",1
1084,0.081,0.739,0.181,0.9142,"Elizabeth could safely say that it was a great happiness where that was the case, and with equal sincerity could add, that she firmly believed and rejoiced in his domestic comforts. She was not sorry, however, to have the recital of them interrupted by the lady from whom they sprang. Poor Charlotte! it was melancholy to leave her to such society! But she had chosen it with her eyes open; and though evidently regretting that her visitors were to go, she did not seem to ask for compassion. Her home and her housekeeping, her parish and her poultry, and all their dependent concerns, had not yet lost their charms.
",1
1085,0.04,0.808,0.152,0.945,"At length the chaise arrived, the trunks were fastened on, the parcels placed within, and it was pronounced to be ready. After an affectionate parting between the friends, Elizabeth was attended to the carriage by Mr. Collins, and as they walked down the garden he was commissioning her with his best respects to all her family, not forgetting his thanks for the kindness he had received at Longbourn in the winter, and his compliments to Mr. and Mrs. Gardiner, though unknown. He then handed her in, Maria followed, and the door was on the point of being closed, when he suddenly reminded them, with some consternation, that they had hitherto forgotten to leave any message for the ladies at Rosings.
",1
1086,0.0,0.643,0.357,0.9169,"“But,” he added, “you will of course wish to have your humble respects delivered to them, with your grateful thanks for their kindness to you while you have been here.”
",1
1087,0.121,0.879,0.0,-0.296,"Elizabeth made no objection; the door was then allowed to be shut, and the carriage drove off.
",-1
1088,0.1,0.9,0.0,-0.3971,"“Good gracious!” cried Maria, after a few minutes’ silence, “it seems but a day or two since we first came! and yet how many things have happened!”
",-1
1089,0.0,0.574,0.426,0.6369,"“A great many indeed,” said her companion with a sigh.
",1
1090,0.0,1.0,0.0,0.0,"“We have dined nine times at Rosings, besides drinking tea there twice! How much I shall have to tell!”
",0
1091,0.0,1.0,0.0,0.0,"Elizabeth added privately, “And how much I shall have to conceal!”
",0
1092,0.075,0.881,0.044,-0.25,"Their journey was performed without much conversation, or any alarm; and within four hours of their leaving Hunsford they reached Mr. Gardiner’s house, where they were to remain a few days.
",-1
1093,0.0,0.858,0.142,0.5579,"Jane looked well, and Elizabeth had little opportunity of studying her spirits, amidst the various engagements which the kindness of her aunt had reserved for them. But Jane was to go home with her, and at Longbourn there would be leisure enough for observation.
",1
1094,0.0,0.961,0.039,0.5574,"It was the second week in May, in which the three young ladies set out together from Gracechurch Street for the town of ——, in Hertfordshire; and, as they drew near the appointed inn where Mr. Bennet’s carriage was to meet them, they quickly perceived, in token of the coachman’s punctuality, both Kitty and Lydia looking out of a dining-room up stairs. These two girls had been above an hour in the place, happily employed in visiting an opposite milliner, watching the sentinel on guard, and dressing a salad and cucumber.
",1
1095,0.13,0.7,0.17,0.3742,"After welcoming their sisters, they triumphantly displayed a table set out with such cold meat as an inn larder usually affords, exclaiming, “Is not this nice? Is not this an agreeable surprise?”
",1
1096,0.0,0.91,0.09,0.6953,"“And we mean to treat you all,” added Lydia, “but you must lend us the money, for we have just spent ours at the shop out there.” Then, showing her purchases—“Look here, I have bought this bonnet. I do not think it is very pretty; but I thought I might as well buy it as not. I shall pull it to pieces as soon as I get home, and see if I can make it up any better.”
",1
1097,0.118,0.811,0.07,-0.5562,"And when her sisters abused it as ugly, she added, with perfect unconcern, “Oh! but there were two or three much uglier in the shop; and when I have bought some prettier-coloured satin to trim it with fresh, I think it will be very tolerable. Besides, it will not much signify what one wears this summer, after the ——shire have left Meryton, and they are going in a fortnight.”
",-1
1098,0.163,0.375,0.462,0.6996,"“Are they indeed!” cried Elizabeth, with the greatest satisfaction.
",1
1099,0.052,0.806,0.142,0.6826,"“They are going to be encamped near Brighton; and I do so want papa to take us all there for the summer! It would be such a delicious scheme; and I dare say would hardly cost anything at all. Mamma would like to go too of all things! Only think what a miserable summer else we shall have!”
",1
1100,0.059,0.74,0.201,0.8168,"“Yes,” thought Elizabeth, “that would be a delightful scheme indeed, and completely do for us at once. Good Heaven! Brighton, and a whole campful of soldiers, to us, who have been overset already by one poor regiment of militia, and the monthly balls of Meryton!”
",1
1101,0.0,0.821,0.179,0.7263,"“Now I have got some news for you,” said Lydia, as they sat down at table. “What do you think? It is excellent news—capital news—and about a certain person we all like!”
",1
1102,0.115,0.885,0.0,-0.357,"Jane and Elizabeth looked at each other, and the waiter was told he need not stay. Lydia laughed, and said:
",-1
1103,0.093,0.734,0.173,0.8252,"“Aye, that is just like your formality and discretion. You thought the waiter must not hear, as if he cared! I dare say he often hears worse things said than I am going to say. But he is an ugly fellow! I am glad he is gone. I never saw such a long chin in my life. Well, but now for my news; it is about dear Wickham; too good for the waiter, is it not? There is no danger of Wickham’s marrying Mary King. There’s for you! She is gone down to her uncle at Liverpool: gone to stay. Wickham is safe.”
",1
1104,0.0,1.0,0.0,0.0,"“And Mary King is safe!” added Elizabeth; “safe from a connection imprudent as to fortune.”
",0
1105,0.163,0.449,0.388,0.6124,"“She is a great fool for going away, if she liked him.”
",1
1106,0.118,0.43,0.452,0.7351,"“But I hope there is no strong attachment on either side,” said Jane.
",1
1107,0.19,0.736,0.074,-0.5621,"“I am sure there is not on his. I will answer for it, he never cared three straws about her—who could about such a nasty little freckled thing?”
",-1
1108,0.152,0.848,0.0,-0.636,"Elizabeth was shocked to think that, however incapable of such coarseness of expression herself, the coarseness of the sentiment was little other than her own breast had harboured and fancied liberal!
",-1
1109,0.059,0.881,0.059,0.0,"As soon as all had ate, and the elder ones paid, the carriage was ordered; and after some contrivance, the whole party, with all their boxes, work-bags, and parcels, and the unwelcome addition of Kitty’s and Lydia’s purchases, were seated in it.
",0
1110,0.066,0.797,0.137,0.977,"“How nicely we are all crammed in,” cried Lydia. “I am glad I bought my bonnet, if it is only for the fun of having another bandbox! Well, now let us be quite comfortable and snug, and talk and laugh all the way home. And in the first place, let us hear what has happened to you all since you went away. Have you seen any pleasant men? Have you had any flirting? I was in great hopes that one of you would have got a husband before you came back. Jane will be quite an old maid soon, I declare. She is almost three-and-twenty! Lord, how ashamed I should be of not being married before three-and-twenty! My aunt Phillips wants you so to get husbands, you can’t think. She says Lizzy had better have taken Mr. Collins; but I do not think there would have been any fun in it. Lord! how I should like to be married before any of you; and then I would chaperon you about to all the balls. Dear me! we had such a good piece of fun the other day at Colonel Forster’s. Kitty and me were to spend the day there, and Mrs. Forster promised to have a little dance in the evening; (by the bye, Mrs. Forster and me are such friends!) and so she asked the two Harringtons to come, but Harriet was ill, and so Pen was forced to come by herself; and then, what do you think we did? We dressed up Chamberlayne in woman’s clothes on purpose to pass for a lady, only think what fun! Not a soul knew of it, but Colonel and Mrs. Forster, and Kitty and me, except my aunt, for we were forced to borrow one of her gowns; and you cannot imagine how well he looked! When Denny, and Wickham, and Pratt, and two or three more of the men came in, they did not know him in the least. Lord! how I laughed! and so did Mrs. Forster. I thought I should have died. And that made the men suspect something, and then they soon found out what was the matter.”
",1
1111,0.054,0.785,0.162,0.3919,"With such kinds of histories of their parties and good jokes, did Lydia, assisted by Kitty’s hints and additions, endeavour to amuse her companions all the way to Longbourn. Elizabeth listened as little as she could, but there was no escaping the frequent mention of Wickham’s name.
",1
1112,0.0,0.712,0.288,0.8883,"Their reception at home was most kind. Mrs. Bennet rejoiced to see Jane in undiminished beauty; and more than once during dinner did Mr. Bennet say voluntarily to Elizabeth:
",1
1113,0.0,0.7,0.3,0.4588,"“I am glad you are come back, Lizzy.”
",1
1114,0.0,0.894,0.106,0.8885,"Their party in the dining-room was large, for almost all the Lucases came to meet Maria and hear the news; and various were the subjects that occupied them: Lady Lucas was enquiring of Maria, after the welfare and poultry of her eldest daughter; Mrs. Bennet was doubly engaged, on one hand collecting an account of the present fashions from Jane, who sat some way below her, and, on the other, retailing them all to the younger Lucases; and Lydia, in a voice rather louder than any other person’s, was enumerating the various pleasures of the morning to anybody who would hear her.
",1
1115,0.024,0.775,0.201,0.9815,"“Oh! Mary,” said she, “I wish you had gone with us, for we had such fun! As we went along, Kitty and I drew up the blinds, and pretended there was nobody in the coach; and I should have gone so all the way, if Kitty had not been sick; and when we got to the George, I do think we behaved very handsomely, for we treated the other three with the nicest cold luncheon in the world, and if you would have gone, we would have treated you too. And then when we came away it was such fun! I thought we never should have got into the coach. I was ready to die of laughter. And then we were so merry all the way home! we talked and laughed so loud, that anybody might have heard us ten miles off!”
",1
1116,0.094,0.719,0.187,0.564,"To this Mary very gravely replied, “Far be it from me, my dear sister, to depreciate such pleasures! They would doubtless be congenial with the generality of female minds. But I confess they would have no charms for me—I should infinitely prefer a book.”
",1
1117,0.0,1.0,0.0,0.0,"But of this answer Lydia heard not a word. She seldom listened to anybody for more than half a minute, and never attended to Mary at all.
",0
1118,0.079,0.84,0.082,-0.1655,"In the afternoon Lydia was urgent with the rest of the girls to walk to Meryton, and to see how everybody went on; but Elizabeth steadily opposed the scheme. It should not be said that the Miss Bennets could not be at home half a day before they were in pursuit of the officers. There was another reason too for her opposition. She dreaded seeing Mr. Wickham again, and was resolved to avoid it as long as possible. The comfort to her of the regiment’s approaching removal was indeed beyond expression. In a fortnight they were to go—and once gone, she hoped there could be nothing more to plague her on his account.
",0
1119,0.088,0.832,0.08,-0.128,"Elizabeth’s impatience to acquaint Jane with what had happened could no longer be overcome; and at length, resolving to suppress every particular in which her sister was concerned, and preparing her to be surprised, she related to her the next morning the chief of the scene between Mr. Darcy and herself.
",0
1120,0.166,0.683,0.151,-0.4901,"Miss Bennet’s astonishment was soon lessened by the strong sisterly partiality which made any admiration of Elizabeth appear perfectly natural; and all surprise was shortly lost in other feelings. She was sorry that Mr. Darcy should have delivered his sentiments in a manner so little suited to recommend them; but still more was she grieved for the unhappiness which her sister’s refusal must have given him.
",-1
1121,0.0,0.706,0.294,0.8003,"“His being so sure of succeeding was wrong,” said she, “and certainly ought not to have appeared; but consider how much it must increase his disappointment!”
",1
1122,0.126,0.805,0.069,-0.2837,"“Indeed,” replied Elizabeth, “I am heartily sorry for him; but he has other feelings, which will probably soon drive away his regard for me. You do not blame me, however, for refusing him?”
",-1
1123,0.0,1.0,0.0,0.0,"“Blame you! Oh, no.”
",0
1124,0.161,0.604,0.234,0.2712,"“But you blame me for having spoken so warmly of Wickham?”
",1
1125,0.205,0.795,0.0,-0.4767,"“No—I do not know that you were wrong in saying what you did.”
",-1
1126,0.0,1.0,0.0,0.0,"“But you will know it, when I tell you what happened the very next day.”
",0
1127,0.092,0.828,0.08,-0.3117,"She then spoke of the letter, repeating the whole of its contents as far as they concerned George Wickham. What a stroke was this for poor Jane! who would willingly have gone through the world without believing that so much wickedness existed in the whole race of mankind, as was here collected in one individual. Nor was Darcy’s vindication, though grateful to her feelings, capable of consoling her for such discovery. Most earnestly did she labour to prove the probability of error, and seek to clear the one without involving the other.
",-1
1128,0.0,0.8,0.2,0.9552,"“This will not do,” said Elizabeth; “you never will be able to make both of them good for anything. Take your choice, but you must be satisfied with only one. There is but such a quantity of merit between them; just enough to make one good sort of man; and of late it has been shifting about pretty much. For my part, I am inclined to believe it all Darcy’s; but you shall do as you choose.”
",1
1129,0.0,0.815,0.185,0.3612,"It was some time, however, before a smile could be extorted from Jane.
",1
1130,0.25,0.691,0.059,-0.9495,"“I do not know when I have been more shocked,” said she. “Wickham so very bad! It is almost past belief. And poor Mr. Darcy! Dear Lizzy, only consider what he must have suffered. Such a disappointment! and with the knowledge of your ill opinion, too! and having to relate such a thing of his sister! It is really too distressing. I am sure you must feel it so.”
",-1
1131,0.185,0.695,0.12,-0.5344,"“Oh! no, my regret and compassion are all done away by seeing you so full of both. I know you will do him such ample justice, that I am growing every moment more unconcerned and indifferent. Your profusion makes me saving; and if you lament over him much longer, my heart will be as light as a feather.”
",-1
1132,0.0,0.741,0.259,0.7412,"“Poor Wickham! there is such an expression of goodness in his countenance! such an openness and gentleness in his manner!”
",1
1133,0.0,0.725,0.275,0.8591,"“There certainly was some great mismanagement in the education of those two young men. One has got all the goodness, and the other all the appearance of it.”
",1
1134,0.0,1.0,0.0,0.0,"“I never thought Mr. Darcy so deficient in the appearance of it as you used to do.”
",0
1135,0.146,0.793,0.062,-0.6928,"“And yet I meant to be uncommonly clever in taking so decided a dislike to him, without any reason. It is such a spur to one’s genius, such an opening for wit, to have a dislike of that kind. One may be continually abusive without saying anything just; but one cannot always be laughing at a man without now and then stumbling on something witty.”
",-1
1136,0.154,0.74,0.106,-0.0083,"“Lizzy, when you first read that letter, I am sure you could not treat the matter as you do now.”
",0
1137,0.26,0.657,0.083,-0.8728,"“Indeed, I could not. I was uncomfortable enough, I may say unhappy. And with no one to speak to about what I felt, no Jane to comfort me and say that I had not been so very weak and vain and nonsensical as I knew I had! Oh! how I wanted you!”
",-1
1138,0.101,0.777,0.121,0.1513,"“How unfortunate that you should have used such very strong expressions in speaking of Wickham to Mr. Darcy, for now they do appear wholly undeserved.”
",0
1139,0.126,0.679,0.195,0.4478,"“Certainly. But the misfortune of speaking with bitterness is a most natural consequence of the prejudices I had been encouraging. There is one point on which I want your advice. I want to be told whether I ought, or ought not, to make our acquaintances in general understand Wickham’s character.”
",1
1140,0.355,0.645,0.0,-0.8357,"Miss Bennet paused a little, and then replied, “Surely there can be no occasion for exposing him so dreadfully. What is your opinion?”
",-1
1141,0.098,0.859,0.042,-0.8622,"“That it ought not to be attempted. Mr. Darcy has not authorised me to make his communication public. On the contrary, every particular relative to his sister was meant to be kept as much as possible to myself; and if I endeavour to undeceive people as to the rest of his conduct, who will believe me? The general prejudice against Mr. Darcy is so violent, that it would be the death of half the good people in Meryton to attempt to place him in an amiable light. I am not equal to it. Wickham will soon be gone; and therefore it will not signify to anyone here what he really is. Some time hence it will be all found out, and then we may laugh at their stupidity in not knowing it before. At present I will say nothing about it.”
",-1
1142,0.229,0.771,0.0,-0.8176,"“You are quite right. To have his errors made public might ruin him for ever. He is now, perhaps, sorry for what he has done, and anxious to re-establish a character. We must not make him desperate.”
",-1
1143,0.061,0.786,0.153,0.9589,"The tumult of Elizabeth’s mind was allayed by this conversation. She had got rid of two of the secrets which had weighed on her for a fortnight, and was certain of a willing listener in Jane, whenever she might wish to talk again of either. But there was still something lurking behind, of which prudence forbade the disclosure. She dared not relate the other half of Mr. Darcy’s letter, nor explain to her sister how sincerely she had been valued by her friend. Here was knowledge in which no one could partake; and she was sensible that nothing less than a perfect understanding between the parties could justify her in throwing off this last encumbrance of mystery. “And then,” said she, “if that very improbable event should ever take place, I shall merely be able to tell what Bingley may tell in a much more agreeable manner himself. The liberty of communication cannot be mine till it has lost all its value!”
",1
1144,0.04,0.725,0.235,0.9775,"She was now, on being settled at home, at leisure to observe the real state of her sister’s spirits. Jane was not happy. She still cherished a very tender affection for Bingley. Having never even fancied herself in love before, her regard had all the warmth of first attachment, and, from her age and disposition, greater steadiness than most first attachments often boast; and so fervently did she value his remembrance, and prefer him to every other man, that all her good sense, and all her attention to the feelings of her friends, were requisite to check the indulgence of those regrets which must have been injurious to her own health and their tranquillity.
",1
1145,0.107,0.853,0.04,-0.7999,"“Well, Lizzy,” said Mrs. Bennet one day, “what is your opinion now of this sad business of Jane’s? For my part, I am determined never to speak of it again to anybody. I told my sister Phillips so the other day. But I cannot find out that Jane saw anything of him in London. Well, he is a very undeserving young man—and I do not suppose there’s the least chance in the world of her ever getting him now. There is no talk of his coming to Netherfield again in the summer; and I have enquired of everybody, too, who is likely to know.”
",-1
1146,0.0,1.0,0.0,0.0,"“I do not believe he will ever live at Netherfield any more.”
",0
1147,0.168,0.703,0.129,-0.5697,"“Oh well! it is just as he chooses. Nobody wants him to come. Though I shall always say he used my daughter extremely ill; and if I was her, I would not have put up with it. Well, my comfort is, I am sure Jane will die of a broken heart; and then he will be sorry for what he has done.”
",-1
1148,0.296,0.704,0.0,-0.6668,"But as Elizabeth could not receive comfort from any such expectation, she made no answer.
",-1
1149,0.0,0.788,0.212,0.9294,"“Well, Lizzy,” continued her mother, soon afterwards, “and so the Collinses live very comfortable, do they? Well, well, I only hope it will last. And what sort of table do they keep? Charlotte is an excellent manager, I dare say. If she is half as sharp as her mother, she is saving enough. There is nothing extravagant in their housekeeping, I dare say.”
",1
1150,0.0,1.0,0.0,0.0,"“No, nothing at all.”
",0
1151,0.054,0.654,0.292,0.9511,"“A great deal of good management, depend upon it. Yes, yes. They will take care not to outrun their income. They will never be distressed for money. Well, much good may it do them! And so, I suppose, they often talk of having Longbourn when your father is dead. They look upon it as quite their own, I dare say, whenever that happens.”
",1
1152,0.0,1.0,0.0,0.0,"“It was a subject which they could not mention before me.”
",0
1153,0.079,0.921,0.0,-0.743,"The first week of their return was soon gone. The second began. It was the last of the regiment’s stay in Meryton, and all the young ladies in the neighbourhood were drooping apace. The dejection was almost universal. The elder Miss Bennets alone were still able to eat, drink, and sleep, and pursue the usual course of their employments. Very frequently were they reproached for this insensibility by Kitty and Lydia, whose own misery was extreme, and who could not comprehend such hard-heartedness in any of the family.
",-1
1154,0.146,0.664,0.19,0.3883,"“Good Heaven! what is to become of us? What are we to do?” would they often exclaim in the bitterness of woe. “How can you be smiling so, Lizzy?”
",1
1155,0.125,0.667,0.208,0.2732,"Their affectionate mother shared all their grief; she remembered what she had herself endured on a similar occasion, five-and-twenty years ago.
",1
1156,0.213,0.787,0.0,-0.6908,"“I am sure,” said she, “I cried for two days together when Colonel Miller’s regiment went away. I thought I should have broken my heart.”
",-1
1157,0.0,0.753,0.247,0.3182,"“I am sure I shall break mine,” said Lydia.
",1
1158,0.0,1.0,0.0,0.0,"“If one could but go to Brighton!” observed Mrs. Bennet.
",0
1159,0.0,1.0,0.0,0.0,"“Oh, yes!—if one could but go to Brighton! But papa is so disagreeable.”
",0
1160,0.0,1.0,0.0,0.0,"“A little sea-bathing would set me up forever.”
",0
1161,0.0,0.686,0.314,0.7506,"“And my aunt Phillips is sure it would do me a great deal of good,” added Kitty.
",1
1162,0.126,0.643,0.231,0.8659,"Such were the kind of lamentations resounding perpetually through Longbourn House. Elizabeth tried to be diverted by them; but all sense of pleasure was lost in shame. She felt anew the justice of Mr. Darcy’s objections; and never had she been so much disposed to pardon his interference in the views of his friend.
",1
1163,0.055,0.688,0.257,0.9505,"But the gloom of Lydia’s prospect was shortly cleared away; for she received an invitation from Mrs. Forster, the wife of the colonel of the regiment, to accompany her to Brighton. This invaluable friend was a very young woman, and very lately married. A resemblance in good humour and good spirits had recommended her and Lydia to each other, and out of their three months’ acquaintance they had been intimate two.
",1
1164,0.092,0.693,0.214,0.9119,"The rapture of Lydia on this occasion, her adoration of Mrs. Forster, the delight of Mrs. Bennet, and the mortification of Kitty, are scarcely to be described. Wholly inattentive to her sister’s feelings, Lydia flew about the house in restless ecstasy, calling for everyone’s congratulations, and laughing and talking with more violence than ever; whilst the luckless Kitty continued in the parlour repining at her fate in terms as unreasonable as her accent was peevish.
",1
